Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
50,No,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,1030,Male,Laboratory Technician,Very High,Married,2380,4,No,18,Excellent,80,8,1,0,0
59,No,Travel_Rarely,715,Research & Development,2,Bachelor,Life Sciences,1032,Female,Manufacturing Director,Very High,Single,13726,3,Yes,13,Excellent,80,30,5,3,3
37,Yes,Travel_Rarely,1141,Research & Development,11,College,Medical,1033,Female,Healthcare Representative,Medium,Married,4777,5,No,15,Excellent,80,15,1,0,0
55,No,Travel_Frequently,135,Research & Development,18,Master,Medical,1034,Male,Healthcare Representative,Medium,Married,6385,3,Yes,14,Excellent,80,17,8,7,7
41,No,Non-Travel,247,Research & Development,7,Below College,Life Sciences,1035,Female,Research Director,High,Divorced,19973,1,No,22,Outstanding,80,21,21,16,10
38,No,Travel_Rarely,1035,Sales,3,Master,Life Sciences,1036,Male,Sales Executive,Very High,Single,6861,8,Yes,12,Excellent,80,19,1,0,0
26,Yes,Non-Travel,265,Sales,29,College,Medical,1037,Male,Sales Executive,Low,Single,4969,8,No,18,Excellent,80,7,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,Below College,Marketing,1038,Female,Manager,Very High,Married,19845,1,No,15,Excellent,80,33,32,14,9
44,No,Travel_Rarely,1448,Sales,28,Bachelor,Medical,1039,Female,Sales Executive,Very High,Married,13320,3,Yes,18,Excellent,80,23,12,11,11
50,No,Non-Travel,145,Sales,1,Bachelor,Life Sciences,1040,Female,Sales Executive,High,Married,6347,0,No,12,Excellent,80,19,18,7,13
36,Yes,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,1042,Female,Laboratory Technician,Low,Single,2743,1,No,16,Excellent,80,18,17,13,14
39,No,Travel_Frequently,945,Research & Development,22,Bachelor,Medical,1043,Female,Manufacturing Director,Low,Single,10880,1,Yes,13,Excellent,80,21,21,6,8
33,No,Non-Travel,1038,Sales,8,Below College,Life Sciences,1044,Female,Sales Representative,Very High,Single,2342,0,No,19,Excellent,80,3,2,2,2
45,No,Travel_Rarely,1234,Sales,11,College,Life Sciences,1045,Female,Manager,Very High,Married,17650,3,No,13,Excellent,80,26,9,3,1
32,No,Non-Travel,1109,Research & Development,29,Master,Medical,1046,Female,Laboratory Technician,High,Single,4025,9,No,12,Excellent,80,10,8,7,7
34,No,Travel_Rarely,216,Sales,1,Master,Marketing,1047,Male,Sales Executive,Very High,Divorced,9725,0,No,11,Excellent,80,16,15,1,9
59,No,Travel_Rarely,1089,Sales,1,College,Technical Degree,1048,Male,Manager,Very High,Married,11904,3,Yes,14,Excellent,80,14,6,4,4
45,No,Travel_Rarely,788,Human Resources,24,Master,Medical,1049,Male,Human Resources,Medium,Single,2177,1,No,16,Excellent,80,6,6,3,4
53,No,Travel_Frequently,124,Sales,2,Bachelor,Marketing,1050,Female,Sales Executive,Medium,Married,7525,2,No,12,Excellent,80,30,15,7,12
36,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,Other,1052,Male,Laboratory Technician,High,Divorced,4834,7,No,14,Excellent,80,9,1,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,Bachelor,Life Sciences,1053,Male,Research Scientist,Low,Married,2042,6,Yes,14,Excellent,80,6,3,2,2
34,No,Travel_Rarely,1333,Sales,10,Master,Life Sciences,1055,Female,Sales Representative,High,Married,2220,1,Yes,19,Excellent,80,1,1,1,0
28,No,Travel_Rarely,1144,Sales,10,Below College,Medical,1056,Male,Sales Representative,Medium,Married,1052,1,No,22,Outstanding,80,1,1,0,0
38,No,Travel_Frequently,1186,Research & Development,3,Master,Other,1060,Male,Research Scientist,High,Married,2821,3,No,16,Excellent,80,8,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,Master,Medical,1061,Male,Research Director,High,Married,19237,2,Yes,11,Excellent,80,29,8,1,7
37,No,Travel_Rarely,124,Research & Development,3,Bachelor,Other,1062,Female,Healthcare Representative,Medium,Single,4107,3,No,15,Excellent,80,8,4,3,1
40,No,Travel_Rarely,300,Sales,26,Bachelor,Marketing,1066,Male,Sales Executive,Low,Married,8396,1,No,14,Excellent,80,8,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,Below College,Medical,1068,Female,Research Scientist,High,Divorced,2007,1,No,13,Excellent,80,5,5,3,3
46,No,Travel_Rarely,430,Research & Development,1,Master,Medical,1069,Male,Research Director,Very High,Divorced,19627,9,No,17,Excellent,80,23,2,2,2
54,No,Travel_Rarely,1082,Sales,2,Master,Life Sciences,1070,Female,Sales Executive,High,Married,10686,6,No,11,Excellent,80,13,9,4,0
56,No,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,1071,Female,Research Scientist,High,Married,2942,2,No,19,Excellent,80,18,5,4,3
36,No,Travel_Rarely,796,Research & Development,12,Doctor,Medical,1073,Female,Manufacturing Director,Very High,Single,8858,0,No,11,Excellent,80,15,14,8,8
55,No,Non-Travel,444,Research & Development,2,Below College,Medical,1074,Male,Manager,Low,Single,16756,7,No,15,Excellent,80,31,9,7,2
43,No,Travel_Rarely,415,Sales,25,Bachelor,Medical,1076,Male,Sales Executive,Very High,Divorced,10798,5,No,13,Excellent,80,18,1,0,0
20,Yes,Travel_Frequently,769,Sales,9,Bachelor,Marketing,1077,Female,Sales Representative,Very High,Single,2323,1,Yes,14,Excellent,80,2,2,2,2
21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,1079,Female,Laboratory Technician,Low,Single,1416,1,No,13,Excellent,80,1,1,0,0
46,No,Travel_Rarely,1003,Research & Development,8,Master,Life Sciences,1080,Female,Research Scientist,Low,Divorced,4615,8,Yes,23,Outstanding,80,19,16,13,7
51,Yes,Travel_Rarely,1323,Research & Development,4,Master,Life Sciences,1081,Male,Research Scientist,High,Married,2461,9,Yes,12,Excellent,80,18,10,0,7
28,Yes,Non-Travel,1366,Research & Development,24,College,Technical Degree,1082,Male,Healthcare Representative,Low,Single,8722,1,No,12,Excellent,80,10,10,7,9
26,No,Travel_Rarely,192,Research & Development,1,College,Medical,1083,Male,Laboratory Technician,Low,Married,3955,1,No,16,Excellent,80,6,5,3,3
30,No,Travel_Rarely,1176,Research & Development,20,Bachelor,Other,1084,Male,Manufacturing Director,Low,Married,9957,0,No,15,Excellent,80,7,6,2,2
41,No,Travel_Rarely,509,Research & Development,7,College,Technical Degree,1085,Female,Research Scientist,High,Married,3376,1,No,13,Excellent,80,10,10,6,8
38,No,Travel_Rarely,330,Research & Development,17,Below College,Life Sciences,1088,Female,Healthcare Representative,High,Married,8823,0,No,18,Excellent,80,20,19,9,9
40,No,Travel_Rarely,1492,Research & Development,20,Master,Technical Degree,1092,Male,Healthcare Representative,Very High,Married,10322,4,No,20,Outstanding,80,14,11,10,1
27,No,Non-Travel,1277,Research & Development,8,Doctor,Life Sciences,1094,Male,Laboratory Technician,High,Married,4621,1,No,19,Excellent,80,3,3,2,2
55,No,Travel_Frequently,1091,Research & Development,2,Below College,Life Sciences,1096,Male,Manufacturing Director,Medium,Married,10976,3,No,18,Excellent,80,23,3,2,2
28,No,Travel_Rarely,857,Research & Development,10,Bachelor,Other,1097,Female,Research Scientist,High,Single,3660,3,No,13,Excellent,80,10,8,7,7
44,Yes,Travel_Rarely,1376,Human Resources,1,College,Medical,1098,Male,Human Resources,Low,Married,10482,9,No,14,Excellent,80,24,20,6,6
33,No,Travel_Rarely,654,Research & Development,5,Bachelor,Life Sciences,1099,Male,Healthcare Representative,Very High,Divorced,7119,4,No,15,Excellent,80,9,3,2,2
35,Yes,Travel_Rarely,1204,Sales,4,Bachelor,Technical Degree,1100,Male,Sales Executive,Low,Single,9582,0,Yes,22,Outstanding,80,9,8,7,7
33,Yes,Travel_Frequently,827,Research & Development,29,Master,Medical,1101,Female,Research Scientist,High,Single,4508,1,No,22,Outstanding,80,14,13,7,8
28,No,Travel_Rarely,895,Research & Development,15,College,Life Sciences,1102,Male,Laboratory Technician,High,Divorced,2207,1,No,16,Excellent,80,4,4,2,2
34,No,Travel_Frequently,618,Research & Development,3,Below College,Life Sciences,1103,Male,Healthcare Representative,Very High,Single,7756,0,No,17,Excellent,80,7,6,2,4
37,No,Travel_Rarely,309,Sales,10,Master,Life Sciences,1105,Female,Sales Executive,Very High,Divorced,6694,2,Yes,14,Excellent,80,8,1,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,1106,Male,Laboratory Technician,Very High,Married,3691,1,Yes,15,Excellent,80,7,7,7,6
26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor,Medical,1107,Male,Laboratory Technician,High,Divorced,2377,1,No,20,Outstanding,80,1,1,1,0
33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,1108,Male,Research Scientist,Medium,Single,2313,4,Yes,20,Outstanding,80,5,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,College,Medical,1109,Male,Manager,Low,Married,17665,0,No,17,Excellent,80,23,22,6,7
28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,1111,Male,Laboratory Technician,Medium,Divorced,2596,1,No,15,Excellent,80,1,1,0,0
50,Yes,Travel_Frequently,959,Sales,1,Master,Other,1113,Male,Sales Executive,High,Single,4728,3,Yes,14,Excellent,80,5,0,0,0
33,No,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,1114,Female,Sales Executive,Medium,Married,4302,0,No,17,Excellent,80,4,3,2,2
34,No,Non-Travel,697,Research & Development,3,Master,Life Sciences,1115,Male,Research Scientist,Very High,Married,2979,3,No,17,Excellent,80,6,0,0,0
48,No,Non-Travel,1262,Research & Development,1,Master,Medical,1116,Male,Manager,Very High,Single,16885,2,No,22,Outstanding,80,27,5,4,1
45,No,Non-Travel,1050,Sales,9,Master,Life Sciences,1117,Female,Sales Executive,High,Married,5593,1,No,13,Excellent,80,15,15,10,12
52,No,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,1118,Male,Healthcare Representative,Medium,Single,10445,7,No,19,Excellent,80,18,8,6,0
38,No,Travel_Rarely,770,Sales,10,Master,Marketing,1119,Male,Sales Executive,High,Divorced,8740,0,Yes,14,Excellent,80,9,8,7,7
29,No,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,1120,Female,Research Scientist,Very High,Divorced,2514,4,No,22,Outstanding,80,11,7,5,7
28,No,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,1121,Female,Manufacturing Director,Medium,Divorced,7655,0,No,17,Excellent,80,10,9,7,7
46,No,Travel_Rarely,406,Sales,3,Below College,Marketing,1124,Male,Manager,High,Married,17465,3,No,12,Excellent,80,23,12,9,9
38,No,Travel_Rarely,130,Sales,2,College,Marketing,1125,Male,Sales Executive,Medium,Single,7351,7,No,16,Excellent,80,10,1,0,0
43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,1126,Female,Manufacturing Director,Low,Married,10820,8,No,11,Excellent,80,18,8,7,1
39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,1127,Male,Healthcare Representative,Very High,Divorced,12169,7,No,11,Excellent,80,21,18,7,5
40,No,Travel_Rarely,1308,Research & Development,14,Bachelor,Medical,1128,Male,Research Director,High,Single,19626,1,No,14,Excellent,80,21,20,7,9
21,No,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,1131,Female,Research Scientist,Medium,Single,2070,1,Yes,11,Excellent,80,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,1132,Male,Laboratory Technician,Medium,Single,6782,9,No,15,Excellent,80,9,5,4,3
36,No,Non-Travel,217,Research & Development,18,Master,Life Sciences,1133,Male,Manufacturing Director,Very High,Single,7779,2,No,20,Outstanding,80,18,11,9,9
31,No,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,1135,Male,Sales Representative,Very High,Married,2791,0,No,12,Excellent,80,3,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,Below College,Life Sciences,1136,Male,Research Scientist,Medium,Married,3201,0,No,17,Excellent,80,6,5,3,4
35,No,Travel_Frequently,1182,Sales,11,College,Marketing,1137,Male,Sales Executive,Very High,Divorced,4968,1,No,11,Excellent,80,5,5,2,2
49,No,Travel_Rarely,174,Sales,8,Master,Technical Degree,1138,Male,Sales Executive,Medium,Married,13120,6,No,17,Excellent,80,22,9,8,3
34,No,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,1140,Male,Manufacturing Director,High,Single,4033,2,No,11,Excellent,80,5,3,2,2
29,No,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,1143,Female,Research Scientist,Medium,Divorced,3291,0,No,14,Excellent,80,8,7,5,1
42,No,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,1148,Male,Laboratory Technician,Very High,Single,4272,4,No,19,Excellent,80,16,1,0,0
29,No,Travel_Rarely,718,Research & Development,8,Below College,Medical,1150,Male,Manufacturing Director,Very High,Married,5056,1,Yes,15,Excellent,80,10,10,7,2
38,No,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,1152,Male,Human Resources,High,Married,2844,1,No,13,Excellent,80,7,7,6,0
28,No,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,1154,Male,Research Scientist,High,Divorced,2703,1,Yes,14,Excellent,80,3,3,1,2
18,Yes,Non-Travel,247,Research & Development,8,Below College,Medical,1156,Male,Laboratory Technician,High,Single,1904,1,No,12,Excellent,80,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,Master,Marketing,1157,Female,Sales Executive,Low,Single,8224,0,Yes,17,Excellent,80,6,5,2,3
41,No,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,1158,Male,Laboratory Technician,Very High,Married,4766,3,Yes,11,Excellent,80,6,1,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,1160,Male,Laboratory Technician,High,Married,2610,1,No,12,Excellent,80,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,College,Medical,1161,Female,Healthcare Representative,Very High,Divorced,5731,7,No,13,Excellent,80,9,6,2,3
27,No,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,1162,Male,Research Scientist,High,Married,2539,1,No,13,Excellent,80,4,4,2,2
34,No,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,1163,Female,Sales Executive,High,Married,5714,1,No,20,Outstanding,80,6,6,5,3
35,No,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,1164,Male,Human Resources,High,Single,4323,1,No,17,Excellent,80,6,5,4,4
29,Yes,Travel_Rarely,408,Sales,23,Below College,Life Sciences,1165,Female,Sales Executive,Low,Married,7336,1,No,13,Excellent,80,11,11,8,10
40,No,Travel_Frequently,593,Research & Development,9,Master,Medical,1166,Female,Research Director,High,Single,13499,9,No,17,Excellent,80,20,18,7,13
42,Yes,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,1167,Male,Sales Executive,Low,Single,13758,0,Yes,12,Excellent,80,22,21,9,14
42,No,Travel_Rarely,647,Sales,4,Master,Marketing,1171,Male,Sales Executive,Low,Single,5155,7,No,13,Excellent,80,9,6,4,5
35,No,Travel_Rarely,982,Research & Development,1,Master,Medical,1172,Male,Laboratory Technician,High,Married,2258,6,No,12,Excellent,80,10,8,0,7
24,No,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,1173,Male,Laboratory Technician,Medium,Single,3597,8,No,22,Outstanding,80,6,4,3,2
28,Yes,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,1175,Female,Laboratory Technician,Very High,Married,2515,1,Yes,11,Excellent,80,1,1,1,0
26,No,Travel_Rarely,1384,Research & Development,3,Master,Medical,1177,Male,Laboratory Technician,Very High,Married,4420,1,No,22,Outstanding,80,8,8,7,7
30,No,Travel_Rarely,852,Sales,10,Bachelor,Marketing,1179,Male,Sales Executive,High,Married,6578,1,No,18,Excellent,80,10,10,3,4
40,No,Travel_Frequently,902,Research & Development,26,College,Medical,1180,Female,Research Scientist,Very High,Married,4422,3,Yes,13,Excellent,80,16,1,1,0
35,No,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,1182,Male,Manufacturing Director,Medium,Divorced,10274,2,No,18,Excellent,80,15,7,7,4
34,No,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,1184,Male,Healthcare Representative,Low,Single,5343,0,No,20,Outstanding,80,14,13,9,9
35,No,Travel_Frequently,636,Research & Development,4,Master,Other,1185,Male,Laboratory Technician,Very High,Married,2376,1,No,13,Excellent,80,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,1188,Female,Sales Executive,High,Single,5346,8,No,13,Excellent,80,7,4,3,3
32,No,Non-Travel,862,Sales,2,Below College,Life Sciences,1190,Female,Sales Representative,Low,Divorced,2827,1,No,12,Excellent,80,1,1,0,0
56,No,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,1191,Female,Manager,Low,Divorced,19943,4,No,13,Excellent,80,28,5,2,2
29,No,Travel_Rarely,1401,Research & Development,6,Below College,Medical,1192,Female,Laboratory Technician,Very High,Married,3131,1,No,13,Excellent,80,10,10,8,8
19,No,Travel_Rarely,645,Research & Development,9,College,Life Sciences,1193,Male,Research Scientist,Low,Single,2552,1,No,25,Outstanding,80,1,1,1,0
45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,1195,Female,Research Scientist,High,Married,4477,4,Yes,19,Excellent,80,7,3,2,2
37,No,Travel_Rarely,977,Research & Development,1,Bachelor,Life Sciences,1196,Female,Manufacturing Director,Very High,Married,6474,1,No,13,Excellent,80,14,14,8,11
20,No,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,1198,Male,Laboratory Technician,High,Single,3033,1,No,12,Excellent,80,2,2,2,2
44,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,1200,Male,Research Scientist,High,Single,2936,1,Yes,11,Excellent,80,6,6,4,2
53,No,Travel_Rarely,1223,Research & Development,7,College,Medical,1201,Female,Manager,High,Divorced,18606,3,No,18,Excellent,80,26,7,7,7
29,No,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,1202,Female,Research Scientist,Very High,Married,2168,0,Yes,18,Excellent,80,6,5,4,3
22,Yes,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,1203,Male,Research Scientist,Very High,Married,2853,0,Yes,11,Excellent,80,1,0,0,0
46,No,Travel_Rarely,1402,Sales,2,Bachelor,Marketing,1204,Female,Manager,Low,Married,17048,8,No,23,Outstanding,80,28,26,15,9
44,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,1206,Male,Research Scientist,High,Single,2290,2,No,13,Excellent,80,6,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,1207,Male,Human Resources,High,Married,3600,1,No,13,Excellent,80,5,5,4,4
41,Yes,Non-Travel,906,Research & Development,5,College,Life Sciences,1210,Male,Research Scientist,Low,Divorced,2107,6,No,17,Excellent,80,5,1,0,0
30,No,Travel_Rarely,1329,Sales,29,Master,Life Sciences,1211,Male,Sales Executive,Low,Divorced,4115,8,No,19,Excellent,80,8,4,3,3
40,No,Travel_Frequently,1184,Sales,2,Master,Medical,1212,Male,Sales Executive,Medium,Married,4327,5,No,12,Excellent,80,5,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,Bachelor,Medical,1215,Female,Manager,Low,Married,17856,2,No,22,Outstanding,80,32,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,Master,Medical,1216,Male,Laboratory Technician,Low,Married,3196,1,No,12,Excellent,80,6,6,5,3
46,No,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,1217,Male,Research Director,Medium,Married,19081,5,No,11,Excellent,80,25,4,2,3
35,No,Travel_Rarely,1361,Sales,17,Master,Life Sciences,1218,Male,Sales Executive,Low,Married,8966,3,Yes,15,Excellent,80,15,7,7,7
24,Yes,Travel_Rarely,984,Research & Development,17,College,Life Sciences,1219,Female,Laboratory Technician,Medium,Married,2210,1,No,13,Excellent,80,1,1,0,0
33,No,Travel_Frequently,1146,Sales,25,Bachelor,Medical,1220,Female,Sales Executive,High,Married,4539,1,No,12,Excellent,80,10,10,7,1
36,No,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,1221,Male,Laboratory Technician,High,Divorced,2741,1,No,14,Excellent,80,7,7,7,7
30,No,Travel_Rarely,853,Research & Development,7,Master,Life Sciences,1224,Male,Laboratory Technician,High,Divorced,3491,1,No,13,Excellent,80,10,10,7,9
44,No,Travel_Rarely,200,Research & Development,29,Master,Other,1225,Male,Research Scientist,Very High,Single,4541,1,No,25,Outstanding,80,20,20,11,17
20,No,Travel_Rarely,654,Sales,21,Bachelor,Marketing,1226,Male,Sales Representative,Very High,Single,2678,1,No,17,Excellent,80,2,2,1,2
46,No,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,1228,Male,Manufacturing Director,Very High,Divorced,7379,2,No,11,Excellent,80,12,6,3,4
42,No,Non-Travel,179,Human Resources,2,Doctor,Medical,1231,Male,Human Resources,Low,Married,6272,7,No,16,Excellent,80,10,4,3,3
60,No,Travel_Rarely,696,Sales,7,Master,Marketing,1233,Male,Sales Executive,Very High,Divorced,5220,0,Yes,18,Excellent,80,12,11,7,9
32,No,Travel_Frequently,116,Research & Development,13,Bachelor,Other,1234,Female,Laboratory Technician,Medium,Married,2743,1,No,20,Outstanding,80,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,1235,Female,Research Scientist,High,Single,4998,4,Yes,14,Excellent,80,10,8,7,7
36,No,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,1237,Female,Manufacturing Director,Low,Divorced,10252,2,Yes,21,Outstanding,80,17,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,Bachelor,Medical,1238,Male,Research Scientist,Very High,Married,2781,0,No,13,Excellent,80,15,14,10,10
40,No,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,1239,Female,Sales Executive,Medium,Divorced,6852,7,No,12,Excellent,80,7,5,1,3
25,No,Travel_Rarely,1356,Sales,10,Master,Life Sciences,1240,Male,Sales Executive,Very High,Single,4950,0,No,14,Excellent,80,5,4,3,1
30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,Medical,1241,Male,Research Scientist,Medium,Married,3579,0,Yes,21,Outstanding,80,12,11,9,7
42,No,Travel_Frequently,458,Research & Development,26,Doctor,Medical,1242,Female,Research Director,Low,Married,13191,3,Yes,17,Excellent,80,20,1,0,0
35,No,Non-Travel,1212,Sales,8,College,Marketing,1243,Female,Sales Executive,Very High,Married,10377,4,Yes,11,Excellent,80,16,13,2,12
27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,1244,Male,Research Scientist,Low,Married,2235,1,Yes,14,Excellent,80,9,9,7,8
54,No,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,1245,Female,Manufacturing Director,High,Divorced,10502,7,No,17,Excellent,80,33,5,4,4
44,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,1246,Female,Research Scientist,Very High,Married,2011,1,No,13,Excellent,80,10,10,5,7
19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,1248,Female,Research Scientist,Medium,Single,1859,1,Yes,25,Outstanding,80,1,1,1,0
29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,1249,Female,Research Scientist,Very High,Divorced,3760,1,No,15,Excellent,80,3,3,2,2
54,No,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,1250,Male,Research Director,Very High,Married,17779,3,No,14,Excellent,80,36,10,9,9
31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,1251,Male,Healthcare Representative,Low,Married,6833,1,Yes,12,Excellent,80,6,6,5,1
31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,1252,Female,Healthcare Representative,Low,Single,6812,1,No,19,Excellent,80,10,10,9,8
59,No,Travel_Rarely,326,Sales,3,Bachelor,Life Sciences,1254,Female,Sales Executive,Very High,Single,5171,5,No,17,Excellent,80,13,6,1,5
43,No,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,1255,Male,Research Director,Very High,Married,19740,3,No,14,Excellent,80,25,8,7,7
49,No,Travel_Rarely,1098,Research & Development,4,College,Medical,1256,Male,Manager,High,Married,18711,2,No,13,Excellent,80,23,1,0,0
36,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,1257,Male,Research Scientist,Medium,Married,3692,1,No,12,Excellent,80,12,11,10,7
48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,1258,Male,Laboratory Technician,Medium,Single,2559,5,No,11,Excellent,80,7,1,0,0
27,No,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,1259,Male,Research Scientist,High,Divorced,2517,1,No,11,Excellent,80,5,5,3,3
29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1260,Male,Healthcare Representative,Very High,Divorced,6623,1,Yes,11,Excellent,80,6,6,0,0
48,No,Travel_Rarely,715,Research & Development,1,Bachelor,Life Sciences,1263,Male,Research Director,Very High,Single,18265,6,No,12,Excellent,80,25,1,0,0
29,No,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,1264,Female,Research Director,Very High,Divorced,16124,3,No,14,Excellent,80,9,7,7,7
34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,1265,Female,Research Scientist,High,Married,2585,0,No,17,Excellent,80,2,1,0,0
44,No,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,1267,Male,Manager,Medium,Married,18213,7,No,11,Excellent,80,26,22,9,10
33,No,Travel_Rarely,536,Sales,10,Doctor,Marketing,1268,Male,Sales Executive,High,Divorced,8380,0,Yes,14,Excellent,80,10,9,8,8
19,No,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,1269,Female,Research Scientist,Very High,Single,2994,1,Yes,12,Excellent,80,1,1,0,1
23,No,Travel_Rarely,373,Research & Development,1,College,Life Sciences,1270,Male,Research Scientist,High,Married,1223,1,No,22,Outstanding,80,1,1,0,1
25,Yes,Travel_Frequently,599,Sales,24,Below College,Life Sciences,1273,Male,Sales Representative,Very High,Single,1118,1,Yes,14,Excellent,80,1,1,0,0
26,No,Travel_Rarely,583,Research & Development,4,College,Life Sciences,1275,Male,Research Scientist,Very High,Single,2875,1,Yes,20,Outstanding,80,8,8,5,2
45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,1277,Female,Manager,Medium,Single,18824,2,Yes,16,Excellent,80,26,24,10,11
55,No,Non-Travel,177,Research & Development,8,Below College,Medical,1278,Male,Healthcare Representative,Medium,Divorced,13577,1,Yes,15,Excellent,80,34,33,9,0
21,Yes,Travel_Frequently,251,Research & Development,10,College,Life Sciences,1279,Female,Laboratory Technician,High,Single,2625,1,No,20,Outstanding,80,2,2,2,2
46,No,Travel_Rarely,168,Sales,4,College,Marketing,1280,Female,Manager,Medium,Married,18789,2,No,14,Excellent,80,26,11,4,8
34,No,Travel_Rarely,131,Sales,2,Bachelor,Marketing,1281,Female,Sales Executive,Low,Single,4538,0,Yes,12,Excellent,80,4,3,2,2
51,No,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,1282,Male,Manager,Medium,Divorced,19847,4,Yes,24,Outstanding,80,31,29,10,10
59,No,Travel_Rarely,1429,Research & Development,18,Master,Medical,1283,Male,Manufacturing Director,Very High,Single,10512,6,No,12,Excellent,80,25,9,7,4
